ID,date,yield,conductivity,bacteria,gram,type,rum_index_seconds,water_intake_liter,Event
893,2023-12-07,80.08061688,9.5,SU,P,E,27688.625,17.38,[]
919,2023-12-07,66.3149696,9.9,MBG,P,C,28818.625,0.0,[]
971,2023-12-07,0.0,0.0,SC,P,E,22532.125,0.0,[]
1643,2023-12-07,47.51176562,10.2,MBG,P,C,29386.5,0.0,[]
1668,2023-12-07,101.61314042000001,10.0,SA,P,C,31987.083333333332,15.01,[]
1674,2023-12-07,80.92278172,10.8,MBG,P,C,23197.25,32.5,[]
1757,2023-12-07,0.0,0.0,MBG,P,E,21329.833333333332,0.0,[]
1877,2023-12-07,78.96066992,10.3,MBG,P,C,25060.416666666668,45.57,[]
1934,2023-12-07,78.01047870000001,12.7,MBG,P,C,27352.875,27.68,[]
1950,2023-12-07,89.70378318,10.8,CON,P,E,29615.75,0.0,[]
3620,2023-12-07,0.0,0.0,MBG,.,C,28468.875,0.0,[]
4018,2023-12-07,65.72192682000001,9.8,MBG,P,E,23731.916666666668,0.0,[]
4031,2023-12-07,0.0,0.0,BN,.,.,28815.416666666668,22.22,[]
4315,2023-12-07,87.22358568,9.3,CON,P,C,27263.5,15.83,[]
4687,2023-12-07,72.24760202,10.6,CON,P,C,28320.166666666668,17.19,[]
5054,2023-12-07,0.0,0.0,Coryne,P,C,34813.166666666664,0.0,[]
5164,2023-12-07,0.0,0.0,MBG,P,C,25941.291666666668,8.42,[]
5273,2023-12-07,64.53143202,11.8,CON,P,C,26833.583333333332,16.18,[]
5274,2023-12-07,86.30205452,9.7,SA,P,C,26568.791666666668,0.0,[]
5281,2023-12-07,74.25601084,9.5,MBG,P,C,33059.791666666664,0.0,[]
5282,2023-12-07,56.72707722,9.1,MBG,P,C,16115.541666666666,15.41,['OPEN']
5340,2023-12-07,65.84979478,12.0,SC,P,E,27602.583333333332,38.92,[]
5367,2023-12-07,100.6960185,10.2,MBG,P,C,28660.791666666668,34.79,[]
5444,2023-12-07,58.42463462,9.6,MBG,P,C,25089.25,18.26,[]
5452,2023-12-07,43.81902712,11.3,SA,P,C,26379.916666666668,0.0,['LAB']
5470,2023-12-07,82.1441412,9.0,MBG,P,C,31870.625,19.7,[]
5600,2023-12-07,52.02462276,10.1,SC,P,E,25709.25,21.1,[]
5771,2023-12-07,65.13770252,9.3,CON,P,C,32960.916666666664,31.98,[]
5805,2023-12-07,0.0,0.0,MBG,P,E,24667.083333333332,12.62,[]
5971,2023-12-07,81.24906548,10.6,CON,P,C,27801.166666666668,0.0,[]
6055,2023-12-07,58.62966428,0.0,MBG,P,C,27202.666666666668,28.25,[]
6074,2023-12-07,0.0,0.0,SA,P,C,28073.875,0.0,[]
6104,2023-12-07,0.0,0.0,CON,P,C,26504.291666666668,15.89,[]
6114,2023-12-07,30.974911,9.0,MBG,P,C,25007.75,0.0,[]
6137,2023-12-07,92.2743701,9.2,SA,P,C,30615.625,0.0,[]
6144,2023-12-07,46.21544906,9.7,MBG,P,C,31390.916666666668,8.04,[]
6195,2023-12-07,67.41287036,9.3,CON,P,C,25284.416666666668,0.0,[]
6201,2023-12-07,57.13493192,10.1,SA,P,C,30657.666666666668,30.099999999999998,[]
6236,2023-12-07,79.46332328,9.5,Enterococc,P,E,30024.916666666668,57.6,[]
6488,2023-12-07,68.1778735,10.9,MBG,P,C,28396.708333333332,12.24,[]
6598,2023-12-07,66.33481118,8.8,CON,P,C,25978.666666666668,14.82,[]
6606,2023-12-07,57.96386904,10.2,CON,P,C,26048.875,13.19,[]
6645,2023-12-07,54.5202526,9.6,SA,P,C,25226.0,16.82,[]
6752,2023-12-07,71.3304801,10.1,SA,P,C,14015.833333333334,15.69,['OPEN']
6996,2023-12-07,0.0,0.0,MBG,P,C,23493.333333333332,19.77,[]
7016,2023-12-07,76.15639328,8.8,CON,P,C,27520.833333333332,0.0,[]
7051,2023-12-07,57.60892522,10.9,BN,.,.,24951.833333333332,0.0,[]
7293,2023-12-07,61.04813242,10.5,MBG,P,C,22720.875,37.84,[]
7324,2023-12-07,0.0,0.0,SD,P,E,26840.25,0.0,[]
7362,2023-12-07,65.21486422,10.3,SA,P,C,24902.25,32.39,[]
7529,2023-12-07,57.91977664,11.8,CON,P,C,28902.291666666668,13.58,[]
7804,2023-12-07,0.0,0.0,.,.,.,23346.0,0.0,[]
7924,2023-12-07,58.87878634,9.3,SA,P,C,25381.5,17.26,[]
7936,2023-12-07,57.91757202,9.0,MBG,P,C,26412.333333333332,15.87,[]
7952,2023-12-07,55.17502474,9.9,CON,P,C,27293.666666666668,49.35,[]
8354,2023-12-07,107.71993782,9.4,CON,.,C,29409.833333333332,0.0,[]
8488,2023-12-07,65.8740456,10.1,CON,P,C,25053.0,36.53,[]
8606,2023-12-07,87.44184306,10.0,MBG,P,C,31062.583333333332,21.5,[]
9158,2023-12-07,89.45025188,11.8,MBG,P,E,32428.875,0.0,['OPEN']
9203,2023-12-07,41.89439386,11.5,CON,P,C,25140.0,0.0,[]
9372,2023-12-07,54.3549061,8.8,MBG,P,C,27018.25,71.44999999999999,[]
9399,2023-12-07,58.37172374,8.3,SA,P,C,30280.25,0.0,[]
9411,2023-12-07,53.95366526,12.2,SA,P,C,26499.083333333332,12.36,[]
9461,2023-12-07,61.03049546,9.5,SU,P,E,22664.791666666668,0.0,[]
50014,2023-12-07,53.02552024,9.3,SC,P,E,33054.041666666664,25.51,['LAB']
50019,2023-12-07,68.41597246,9.1,KP,N,E,30686.666666666668,11.08,[]
50030,2023-12-07,88.94098466,11.2,CON,P,C,28980.166666666668,0.0,[]
50062,2023-12-07,50.98624674,9.1,MBG,P,C,24687.25,27.269999999999996,[]
50120,2023-12-07,48.0827622,9.4,CON,P,C,28026.916666666668,28.59,[]
893,2023-12-08,84.5692232,9.6,SU,P,E,30035.625,18.9,[]
919,2023-12-08,80.10045846,9.9,MBG,P,C,26707.666666666668,0.0,[]
971,2023-12-08,0.0,0.0,SC,P,E,19800.666666666668,20.97,[]
1643,2023-12-08,58.76635072,10.2,MBG,P,C,25794.333333333332,17.01,[]
1668,2023-12-08,104.0029485,10.8,SA,P,C,27952.791666666668,12.91,[]
1674,2023-12-08,69.62410422,10.8,MBG,P,C,24139.416666666668,27.269999999999996,[]
1757,2023-12-08,0.0,0.0,MBG,P,E,21414.625,27.630000000000003,[]
1877,2023-12-08,85.6825563,10.6,MBG,P,C,26054.583333333332,26.14,[]
1934,2023-12-08,86.05072784000001,12.2,MBG,P,C,25244.333333333332,17.19,[]
1950,2023-12-08,97.08705556,10.4,CON,P,E,28719.166666666668,19.2,[]
3620,2023-12-08,0.0,0.0,MBG,.,C,28345.166666666668,18.19,[]
4018,2023-12-08,70.66248024,9.8,MBG,P,E,27814.166666666668,40.11,[]
4031,2023-12-08,0.0,0.0,BN,.,.,29667.0,13.93,[]
4315,2023-12-08,87.43081996,9.1,CON,P,C,25841.0,30.2,[]
4687,2023-12-08,52.04225972,10.9,CON,P,C,26107.958333333332,53.46,[]
5054,2023-12-08,0.0,0.0,Coryne,P,C,33074.416666666664,30.770000000000003,[]
5164,2023-12-08,0.0,0.0,MBG,P,C,27590.166666666668,0.0,[]
5273,2023-12-08,82.73057012,12.5,CON,P,C,28212.833333333332,0.0,[]
5274,2023-12-08,88.6367471,9.1,SA,P,C,28135.916666666668,0.0,[]
5281,2023-12-08,74.72339028,9.2,MBG,P,C,28455.791666666668,22.53,[]
5282,2023-12-08,72.89796492,8.9,MBG,P,C,25482.625,20.71,[]
5340,2023-12-08,81.88399604,11.4,SC,P,E,26394.375,25.15,[]
5367,2023-12-08,90.80388856,10.3,MBG,P,C,28968.541666666668,0.0,[]
5444,2023-12-08,74.49631442,10.2,MBG,P,C,22139.125,13.63,[]
5452,2023-12-08,72.50554256,11.1,SA,P,C,25709.583333333332,0.0,[]
5470,2023-12-08,87.06485304,9.0,MBG,P,C,29483.125,13.36,[]
5600,2023-12-08,54.4761602,9.9,SC,P,E,27220.416666666668,14.22,[]
5771,2023-12-08,78.04575262,9.1,CON,P,C,30572.833333333332,27.6,[]
5805,2023-12-08,0.0,0.0,MBG,P,E,21866.833333333332,16.84,[]
5971,2023-12-08,79.94393044,10.2,CON,P,C,24930.041666666668,11.2,[]
6055,2023-12-08,65.76601922,10.5,MBG,P,C,24324.041666666668,0.0,[]
6074,2023-12-08,0.0,0.0,SA,P,C,27925.458333333332,14.44,[]
6104,2023-12-08,0.0,0.0,CON,P,C,28860.958333333332,0.0,[]
6114,2023-12-08,33.3338544,9.2,MBG,P,C,27038.416666666668,62.95,[]
6137,2023-12-08,102.00335816,9.3,SA,P,C,28456.833333333332,18.08,[]
6144,2023-12-08,70.5919324,10.0,MBG,P,C,29047.791666666668,45.68,[]
6195,2023-12-08,62.12178236,9.3,CON,P,C,32722.666666666668,0.0,[]
6201,2023-12-08,53.71777092,10.6,SA,P,C,29753.958333333332,0.0,[]
6236,2023-12-08,82.35137548,9.3,Enterococc,P,E,30012.083333333332,0.0,[]
6488,2023-12-08,70.68452644,10.4,MBG,P,C,25873.458333333332,0.0,[]
6598,2023-12-08,64.39254096,9.8,CON,P,C,24879.166666666668,19.87,[]
6606,2023-12-08,65.62712816,9.4,CON,P,C,26451.291666666668,17.08,[]
6645,2023-12-08,48.86099306,9.1,SA,P,C,25883.875,44.91,[]
6752,2023-12-08,72.9067834,9.7,SA,P,C,25136.5,10.19,[]
6996,2023-12-08,0.0,0.0,MBG,P,C,24868.166666666668,33.349999999999994,[]
7016,2023-12-08,72.84946328,9.2,CON,P,C,25285.083333333332,26.8,[]
7051,2023-12-08,59.8003175,11.7,BN,.,.,24788.083333333332,28.549999999999997,[]
7293,2023-12-08,71.30182004,10.2,MBG,P,C,22884.333333333332,22.14,[]
7324,2023-12-08,0.0,0.0,SD,P,E,28514.416666666668,25.9,[]
7362,2023-12-08,70.37808426,10.3,SA,P,C,25490.166666666668,10.97,[]
7529,2023-12-08,74.1413706,10.8,CON,P,C,29912.458333333332,32.96,[]
7804,2023-12-08,0.0,0.0,.,.,.,33840.291666666664,0.0,[]
7924,2023-12-08,65.02085766,9.2,SA,P,C,26647.416666666668,0.0,[]
7936,2023-12-08,55.42194218,9.2,MBG,P,C,27778.708333333332,34.95,[]
7952,2023-12-08,64.4961581,9.4,CON,P,C,28224.833333333332,0.0,[]
8354,2023-12-08,114.14640512,10.0,CON,.,C,29226.791666666668,0.0,[]
8488,2023-12-08,48.32747502,10.4,CON,P,C,26176.458333333332,35.349999999999994,[]
8606,2023-12-08,90.13368408,9.8,MBG,P,C,27221.541666666668,40.9,[]
9158,2023-12-08,89.83385576,12.4,MBG,P,E,28116.875,14.850000000000001,[]
9203,2023-12-08,37.60861258,8.7,CON,P,C,20747.916666666668,0.0,[]
9372,2023-12-08,63.71131338,9.2,MBG,P,C,28218.458333333332,18.69,[]
9399,2023-12-08,56.8461267,8.6,SA,P,C,29758.041666666668,0.0,[]
9411,2023-12-08,56.74250956,11.1,SA,P,C,24827.625,22.490000000000002,[]
9461,2023-12-08,49.07263658,9.7,SU,P,E,26068.708333333332,60.9,[]
50014,2023-12-08,54.54450342,9.1,SC,P,E,28534.666666666668,14.43,['LAB']
50019,2023-12-08,78.53076902,9.1,KP,N,E,25210.708333333332,13.71,[]
50030,2023-12-08,90.50846948,10.7,CON,P,C,30101.791666666668,14.2,[]
50062,2023-12-08,55.58287944,9.4,MBG,P,C,24114.375,31.689999999999998,[]
50120,2023-12-08,54.61725588,9.8,CON,P,C,28198.208333333332,39.86,[]
893,2023-12-09,79.93731658,9.7,SU,P,E,29709.333333333332,0.0,[]
919,2023-12-09,71.98525224,9.9,MBG,P,C,30089.75,0.0,[]
971,2023-12-09,0.0,0.0,SC,P,E,27346.75,19.41,[]
1643,2023-12-09,79.7741747,10.5,MBG,P,C,27640.041666666668,20.33,[]
1668,2023-12-09,96.63731308,10.5,SA,P,C,31281.166666666668,0.0,[]
1674,2023-12-09,75.62067062,11.0,MBG,P,C,24941.166666666668,17.81,[]
1757,2023-12-09,0.0,0.0,MBG,P,E,23630.708333333332,0.0,[]
1877,2023-12-09,97.8630818,10.6,MBG,P,C,27568.125,17.81,[]
1934,2023-12-09,77.64451178,11.7,MBG,P,C,25912.791666666668,36.44,[]
1950,2023-12-09,91.83124148,10.3,CON,P,E,30033.75,32.16,[]
3620,2023-12-09,0.0,0.0,MBG,.,C,31065.0,0.0,[]
4018,2023-12-09,67.67522014000001,9.5,MBG,P,E,26499.125,43.69,[]
4031,2023-12-09,0.0,0.0,BN,.,.,29506.0,56.879999999999995,[]
4315,2023-12-09,75.0342417,9.4,CON,P,C,29904.083333333332,16.01,[]
4687,2023-12-09,47.7520692,10.9,CON,P,C,25182.208333333332,0.0,[]
5054,2023-12-09,0.0,0.0,Coryne,P,C,34924.166666666664,15.09,[]
5164,2023-12-09,0.0,0.0,MBG,P,C,26039.0,12.11,[]
5273,2023-12-09,76.26441966,12.1,CON,P,C,29061.25,44.21,[]
5274,2023-12-09,94.19900336,9.0,SA,P,C,30714.916666666668,0.0,[]
5281,2023-12-09,79.07531016,9.5,MBG,P,C,30288.958333333332,0.0,[]
5282,2023-12-09,75.92049894,10.3,MBG,P,C,24999.625,18.69,[]
5340,2023-12-09,66.8220322,12.8,SC,P,E,26865.291666666668,15.45,[]
5367,2023-12-09,86.01986316,10.2,MBG,P,C,32661.333333333332,18.9,[]
5444,2023-12-09,71.76479024,10.2,MBG,P,C,25281.25,0.0,[]
5452,2023-12-09,74.24278312,10.2,SA,P,C,26212.166666666668,26.09,[]
5470,2023-12-09,87.11115006,8.9,MBG,P,C,28376.333333333332,16.88,[]
5600,2023-12-09,55.75924904,9.6,SC,P,E,29816.083333333332,12.5,[]
5771,2023-12-09,71.78022258,9.0,CON,P,C,31892.75,18.62,[]
5805,2023-12-09,0.0,0.0,MBG,P,E,27656.916666666668,26.020000000000003,[]
5971,2023-12-09,87.25665498000001,10.6,CON,P,C,25914.0,15.9,[]
6055,2023-12-09,69.01121986,10.1,MBG,P,C,26154.458333333332,13.98,[]
6074,2023-12-09,0.0,0.0,SA,P,C,27715.916666666668,0.0,[]
6104,2023-12-09,0.0,0.0,CON,P,C,28473.5,18.72,[]
6114,2023-12-09,45.8450729,10.1,MBG,P,C,29756.833333333332,40.06,[]
6137,2023-12-09,93.6632807,9.2,SA,P,C,29505.916666666668,0.0,[]
6144,2023-12-09,69.8644078,9.4,MBG,P,C,28977.916666666668,0.0,[]
6195,2023-12-09,66.81762296,8.8,CON,P,C,30849.208333333332,17.24,[]
6201,2023-12-09,84.71472812,10.4,SA,P,C,34264.208333333336,8.38,[]
6236,2023-12-09,82.04052406,9.7,Enterococc,P,E,32886.5,22.06,[]
6488,2023-12-09,69.97904804,12.0,MBG,P,C,27360.333333333332,0.0,[]
6598,2023-12-09,69.49403164,8.9,CON,P,C,27567.333333333332,0.0,[]
6606,2023-12-09,61.1671819,9.3,CON,P,C,28554.583333333332,31.66,[]
6645,2023-12-09,55.600516400000004,10.4,SA,P,C,26799.083333333332,0.0,[]
6752,2023-12-09,74.7035487,9.3,SA,P,C,27683.166666666668,0.0,[]
6996,2023-12-09,0.0,0.0,MBG,P,C,24614.291666666668,37.849999999999994,[]
7016,2023-12-09,64.94369596,9.3,CON,P,C,26399.708333333332,43.53,[]
7051,2023-12-09,60.89601364,12.5,BN,.,.,25321.541666666668,15.67,[]
7293,2023-12-09,68.14921344,10.1,MBG,P,C,24641.5,15.5,[]
7324,2023-12-09,0.0,0.0,SD,P,E,29394.916666666668,15.39,[]
7362,2023-12-09,62.500977,10.2,SA,P,C,29346.0,0.0,[]
7529,2023-12-09,70.6360248,11.1,CON,P,C,32110.791666666668,0.0,[]
7804,2023-12-09,0.0,0.0,.,.,.,32024.375,15.54,[]
7924,2023-12-09,62.40397372,8.7,SA,P,C,28702.0,19.19,[]
7936,2023-12-09,51.26182424,8.8,MBG,P,C,31458.25,0.0,[]
7952,2023-12-09,60.186126,9.6,CON,P,C,29975.416666666668,0.0,[]
8354,2023-12-09,108.07708626,9.6,CON,.,C,29827.791666666668,0.0,[]
8488,2023-12-09,74.02452574,10.1,CON,P,C,27733.583333333332,0.0,[]
8606,2023-12-09,98.74272518000001,9.6,MBG,P,C,29579.125,0.0,[]
9158,2023-12-09,83.9629527,10.8,MBG,P,E,29112.958333333332,12.41,[]
9203,2023-12-09,25.02684624,8.7,CON,P,C,25082.0,45.22,[]
9372,2023-12-09,61.200251200000004,9.8,MBG,P,C,30970.0,27.61,[]
9399,2023-12-09,60.338244780000004,8.4,SA,P,C,32652.041666666668,20.86,[]
9411,2023-12-09,54.43427242,10.8,SA,P,C,27770.125,15.14,[]
9461,2023-12-09,52.6353025,9.6,SU,P,E,23814.666666666668,30.200000000000003,['LAB']
50014,2023-12-09,79.39277544,8.9,SC,P,E,27334.333333333332,19.53,['LAB']
50019,2023-12-09,76.1585979,9.3,KP,N,E,26682.958333333332,24.23,[]
50030,2023-12-09,89.63323534,10.4,CON,P,C,32972.0,25.68,[]
50062,2023-12-09,83.70280754,9.3,MBG,P,C,27051.541666666668,28.58,[]
50120,2023-12-09,51.93423334,9.4,CON,P,C,26627.958333333332,12.01,[]
893,2023-12-10,85.80160578,10.0,SU,P,E,28889.833333333332,18.08,[]
919,2023-12-10,50.57177818,9.3,MBG,P,C,28348.875,14.1,[]
971,2023-12-10,0.0,0.0,SC,P,E,27954.333333333332,0.0,[]
1643,2023-12-10,53.88973128,9.9,MBG,P,C,29566.416666666668,0.0,[]
1668,2023-12-10,106.70140338,10.1,SA,P,C,27305.416666666668,28.78,[]
1674,2023-12-10,72.99937744,9.5,MBG,P,C,25029.333333333332,56.43,[]
1757,2023-12-10,0.0,0.0,MBG,P,E,24855.625,11.5,[]
1877,2023-12-10,88.43171744,11.1,MBG,P,C,29154.333333333332,0.0,[]
1934,2023-12-10,79.37513848,12.4,MBG,P,C,22514.75,36.05,[]
1950,2023-12-10,90.99128126,10.2,CON,P,E,29526.25,0.0,[]
3620,2023-12-10,0.0,0.0,MBG,.,C,31002.375,9.35,[]
4018,2023-12-10,61.17600038,9.9,MBG,P,E,26695.083333333332,0.0,[]
4031,2023-12-10,0.0,0.0,BN,.,.,31673.958333333332,65.46000000000001,[]
4315,2023-12-10,80.62515802,8.8,CON,P,C,30124.416666666668,0.0,[]
4687,2023-12-10,78.69611552,10.2,CON,P,C,29455.25,10.57,[]
5054,2023-12-10,0.0,0.0,Coryne,P,C,36108.916666666664,26.71,[]
5164,2023-12-10,0.0,0.0,MBG,P,C,20386.958333333332,26.130000000000003,[]
5273,2023-12-10,79.37293386,12.3,CON,P,C,30516.916666666668,17.25,[]
5274,2023-12-10,97.12232948,9.4,SA,P,C,30165.666666666668,10.53,[]
5281,2023-12-10,79.6859899,9.1,MBG,P,C,28669.583333333332,0.0,[]
5282,2023-12-10,81.4055935,11.2,MBG,P,C,27931.5,15.73,[]
5340,2023-12-10,68.68273148,13.5,SC,P,E,25237.375,22.43,[]
5367,2023-12-10,103.11669126,9.9,MBG,P,C,31730.666666666668,13.93,[]
5444,2023-12-10,72.9839451,9.5,MBG,P,C,26926.625,0.0,[]
5452,2023-12-10,77.36452504,10.7,SA,P,C,25439.083333333332,22.03,[]
5470,2023-12-10,92.86079902,9.1,MBG,P,C,31089.125,17.06,[]
5600,2023-12-10,51.52637864,11.4,SC,P,E,26571.458333333332,26.759999999999998,[]
5771,2023-12-10,70.88294224,10.4,CON,P,C,31371.833333333332,15.16,[]
5805,2023-12-10,0.0,0.0,MBG,P,E,24953.291666666668,39.2,[]
5971,2023-12-10,80.99112494,10.5,CON,P,C,27567.833333333332,15.52,[]
6055,2023-12-10,66.3921313,10.5,MBG,P,C,24215.583333333332,43.55,[]
6074,2023-12-10,0.0,0.0,SA,P,C,28055.208333333332,0.0,[]
6104,2023-12-10,0.0,0.0,CON,P,C,28464.166666666668,19.26,[]
6114,2023-12-10,16.32300648,8.5,MBG,P,C,28309.833333333332,17.43,[]
6137,2023-12-10,98.94995946,9.2,SA,P,C,29362.708333333332,28.37,[]
6144,2023-12-10,67.87584056,0.0,MBG,P,C,29046.625,40.45,[]
6195,2023-12-10,91.51818544,9.8,CON,P,C,32329.75,20.48,[]
6201,2023-12-10,80.62074878,10.1,SA,P,C,34227.833333333336,46.67,[]
6236,2023-12-10,83.96956656,9.8,Enterococc,P,E,30667.583333333332,31.410000000000004,[]
6488,2023-12-10,73.91209012,10.4,MBG,P,C,30023.125,11.81,[]
6598,2023-12-10,61.87045568,9.2,CON,P,C,29180.291666666668,52.18,[]
6606,2023-12-10,55.4351699,10.2,CON,P,C,24915.208333333332,0.0,[]
6645,2023-12-10,45.79216202,10.0,SA,P,C,24735.583333333332,0.0,[]
6752,2023-12-10,47.1568218,9.6,SA,P,C,28063.875,34.87,[]
6996,2023-12-10,0.0,0.0,MBG,P,C,25677.833333333332,37.02,[]
7016,2023-12-10,62.87355778,8.9,CON,P,C,21124.958333333332,23.11,[]
7051,2023-12-10,67.63112774,11.4,BN,.,.,29642.541666666668,39.739999999999995,[]
7293,2023-12-10,70.64925252,9.7,MBG,P,C,29211.0,15.49,[]
7324,2023-12-10,0.0,0.0,SD,P,E,29111.25,0.0,[]
7362,2023-12-10,64.29112844,11.3,SA,P,C,28681.375,12.44,[]
7529,2023-12-10,75.1224265,11.8,CON,P,C,31271.791666666668,0.0,[]
7804,2023-12-10,0.0,0.0,.,.,.,32831.416666666664,0.0,[]
7924,2023-12-10,65.93357034,8.9,SA,P,C,28703.0,0.0,[]
7936,2023-12-10,45.22337006,12.4,MBG,P,C,27802.125,0.0,[]
7952,2023-12-10,61.8947065,8.8,CON,P,C,32653.291666666668,14.83,[]
8354,2023-12-10,115.07675476,9.4,CON,.,C,30672.958333333332,20.15,[]
8488,2023-12-10,72.05580008,10.2,CON,P,C,27231.916666666668,40.71,[]
8606,2023-12-10,97.7528508,9.6,MBG,P,C,28744.041666666668,29.34,[]
9158,2023-12-10,86.49606108,13.1,MBG,P,E,29075.458333333332,12.95,[]
9203,2023-12-10,42.02226182,8.6,CON,P,C,26522.083333333332,41.74,[]
9372,2023-12-10,66.18930626,9.6,MBG,P,C,29032.75,18.74,[]
9399,2023-12-10,60.4837497,8.4,SA,P,C,34377.791666666664,22.37,[]
9411,2023-12-10,56.40079346,11.7,SA,P,C,25819.791666666668,0.0,[]
9461,2023-12-10,55.00747362,9.4,SU,P,E,23445.416666666668,36.35,['LAB']
50014,2023-12-10,85.62523618,10.8,SC,P,E,31520.666666666668,49.97,[]
50019,2023-12-10,81.09033284,9.0,KP,N,E,26569.041666666668,65.52000000000001,[]
50030,2023-12-10,94.0821585,10.4,CON,P,C,31345.916666666668,32.31,[]
50062,2023-12-10,82.14855044,10.5,MBG,P,C,25746.125,21.96,[]
50120,2023-12-10,55.64019956,10.2,CON,P,C,27238.791666666668,41.54,[]
893,2023-12-11,94.5341056,9.6,SU,P,E,24944.541666666668,16.34,[]
919,2023-12-11,86.2667806,9.9,MBG,P,C,25394.583333333332,0.0,[]
971,2023-12-11,0.0,0.0,SC,P,E,19320.75,20.52,[]
1643,2023-12-11,70.94246698,10.8,MBG,P,C,25804.0,0.0,[]
1668,2023-12-11,106.19213616,9.7,SA,P,C,30510.041666666668,47.58,[]
1674,2023-12-11,79.18333654,10.2,MBG,P,C,23526.416666666668,45.11,[]
1757,2023-12-11,2.90789378,10.3,MBG,P,E,17092.541666666668,12.22,[]
1877,2023-12-11,95.84144526,10.7,MBG,P,C,26499.291666666668,18.49,[]
1934,2023-12-11,83.66091976,12.8,MBG,P,C,25245.166666666668,15.89,[]
1950,2023-12-11,91.96351868,10.5,CON,P,E,27092.583333333332,49.91,[]
3620,2023-12-11,0.0,0.0,MBG,.,C,30323.208333333332,15.33,[]
4018,2023-12-11,72.79214316,10.6,MBG,P,E,23314.5,0.0,[]
4031,2023-12-11,0.0,0.0,BN,.,.,30775.541666666668,21.7,[]
4315,2023-12-11,86.03750012,8.7,CON,P,C,26833.0,23.34,[]
4687,2023-12-11,64.09271264,10.4,CON,P,C,25297.666666666668,28.1,[]
5054,2023-12-11,0.0,0.0,Coryne,P,C,31886.083333333332,17.4,[]
5164,2023-12-11,0.0,0.0,MBG,P,C,18131.958333333332,10.81,[]
5273,2023-12-11,86.61070132,11.7,CON,P,C,27224.375,51.620000000000005,[]
5274,2023-12-11,93.1672412,9.6,SA,P,C,26405.583333333332,0.0,[]
5281,2023-12-11,77.25429404,9.4,MBG,P,C,25429.208333333332,0.0,[]
5282,2023-12-11,93.5750959,9.9,MBG,P,C,22389.375,0.0,[]
5340,2023-12-11,69.05310764000001,12.0,SC,P,E,21772.375,0.0,[]
5367,2023-12-11,104.51662496,10.0,MBG,P,C,27203.583333333332,15.42,[]
5444,2023-12-11,75.14006346000001,10.3,MBG,P,C,24003.375,0.0,[]
5452,2023-12-11,77.71065038,10.6,SA,P,C,26937.583333333332,0.0,[]
5470,2023-12-11,90.8523902,9.1,MBG,P,C,26885.166666666668,0.0,[]
5600,2023-12-11,59.44096444,10.5,SC,P,E,26984.666666666668,0.0,[]
5771,2023-12-11,75.83672338,10.2,CON,P,C,28593.75,31.71,[]
5805,2023-12-11,0.0,0.0,MBG,P,E,26496.25,0.0,['OPEN']
5971,2023-12-11,88.99389554,10.8,CON,P,C,24622.625,15.91,[]
6055,2023-12-11,67.43271194,10.6,MBG,P,C,21228.916666666668,37.38,[]
6074,2023-12-11,0.0,0.0,SA,P,C,26205.25,0.0,[]
6104,2023-12-11,0.0,0.0,CON,P,C,25468.458333333332,57.18,[]
6114,2023-12-11,48.883039260000004,8.9,MBG,P,C,26918.208333333332,21.51,[]
6137,2023-12-11,100.71586008,9.0,SA,P,C,28617.625,22.63,[]
6144,2023-12-11,75.84333724,9.6,MBG,P,C,28255.541666666668,48.56,[]
6195,2023-12-11,61.61251514,9.5,CON,P,C,28696.541666666668,34.769999999999996,[]
6201,2023-12-11,85.75751338,10.3,SA,P,C,31637.166666666668,14.14,[]
6236,2023-12-11,86.24693902,9.5,Enterococc,P,E,30207.875,0.0,[]
6488,2023-12-11,77.36452504,10.5,MBG,P,C,26913.583333333332,31.150000000000002,[]
6598,2023-12-11,70.25683016,9.0,CON,P,C,25655.083333333332,49.95,[]
6606,2023-12-11,73.26172722,10.0,CON,P,C,26898.75,23.96,[]
6645,2023-12-11,50.9046758,9.6,SA,P,C,23286.208333333332,0.0,[]
6752,2023-12-11,67.7259264,9.8,SA,P,C,22334.875,22.96,[]
6996,2023-12-11,0.0,0.0,MBG,P,C,25206.958333333332,18.14,[]
7016,2023-12-11,76.43197078,8.9,CON,P,C,23883.833333333332,37.16,[]
7051,2023-12-11,66.45165604,10.7,BN,.,.,29128.5,0.0,[]
7293,2023-12-11,77.00517198,10.3,MBG,P,C,28358.166666666668,69.62,[]
7324,2023-12-11,0.0,0.0,SD,P,E,26886.25,0.0,[]
7362,2023-12-11,72.02934464,9.8,SA,P,C,24725.291666666668,56.53,[]
7529,2023-12-11,87.08028538,11.3,CON,P,C,30363.25,42.5,[]
7804,2023-12-11,0.0,0.0,.,.,.,30206.333333333332,0.0,[]
7924,2023-12-11,62.7986007,9.6,SA,P,C,27114.75,24.38,[]
7936,2023-12-11,52.01580428,9.6,MBG,P,C,27473.75,6.85,[]
7952,2023-12-11,64.54906898,10.6,CON,P,C,27518.666666666668,38.71,[]
8354,2023-12-11,113.05952746,9.1,CON,.,C,30882.0,17.63,[]
8488,2023-12-11,77.18154158,10.2,CON,P,C,24892.083333333332,44.43,[]
8606,2023-12-11,96.15891054,9.2,MBG,P,C,27552.333333333332,39.46,[]
9158,2023-12-11,87.6446681,11.6,MBG,P,E,31970.291666666668,0.0,[]
9203,2023-12-11,41.5350408,8.5,CON,P,C,21557.666666666668,14.82,[]
